Year,ID Geography,Geography,Excessive Drinking,Median Household Income
"2018","05000US56045","Weston County, WY",0.17857012152671814,56582
"2018","05000US39103","Medina County, OH",0.19710920751094818,73148
"2018","05000US01001","Autauga County, AL",0.1687801480293274,54487
"2018","05000US39105","Meigs County, OH",0.15972912311553955,39070
"2018","05000US39101","Marion County, OH",0.1727910339832306,44783
"2018","05000US01003","Baldwin County, AL",0.16714969277381897,56460
"2018","05000US56043","Washakie County, WY",0.16342994570732117,49533
"2018","05000US39099","Mahoning County, OH",0.15810862183570862,42839
"2018","05000US39107","Mercer County, OH",0.19886717200279236,57577
"2018","05000US01005","Barbour County, AL",0.12698715925216675,32884
"2018","05000US56041","Uinta County, WY",0.16058559715747833,64713
"2018","05000US39097","Madison County, OH",0.19636839628219604,60039
"2018","05000US01007","Bibb County, AL",0.15925151109695435,43079
"2018","05000US39109","Miami County, OH",0.18151536583900452,59591
"2018","05000US39095","Lucas County, OH",0.1872950941324234,45251
"2018","05000US01009","Blount County, AL",0.15378722548484802,47213
"2018","05000US39093","Lorain County, OH",0.17346207797527313,54951
"2018","05000US01011","Bullock County, AL",0.1289631724357605,34278
"2018","05000US56039","Teton County, WY",0.20451146364212036,84118
"2018","05000US39111","Monroe County, OH",0.1671263575553894,44062
"2018","05000US39091","Logan County, OH",0.17886950075626373,53760
"2018","05000US01013","Butler County, AL",0.13042810559272766,35409
"2018","05000US56037","Sweetwater County, WY",0.20325110852718353,74546
"2018","05000US39113","Montgomery County, OH",0.16396689414978027,47239
"2018","05000US01015","Calhoun County, AL",0.1543167680501938,41778
"2018","05000US39089","Licking County, OH",0.18164558708667755,58902
"2018","05000US01017","Chambers County, AL",0.13528451323509216,39530
"2018","05000US39087","Lawrence County, OH",0.16375458240509033,42132
"2018","05000US39115","Morgan County, OH",0.1604287028312683,40680
"2018","05000US01019","Cherokee County, AL",0.15232731401920319,41456
"2018","05000US56035","Sublette County, WY",0.18950258195400238,72198
"2018","05000US39085","Lake County, OH",0.17886663973331451,61946
"2018","05000US39117","Morrow County, OH",0.1770857721567154,52953
"2018","05000US01021","Chilton County, AL",0.15064312517642975,44188
"2018","05000US39083","Knox County, OH",0.18215766549110413,53375
"2018","05000US01023","Choctaw County, AL",0.130252406001091,32691
"2018","05000US56033","Sheridan County, WY",0.18906089663505554,53027
"2018","05000US39081","Jefferson County, OH",0.18620431423187256,43558
"2018","05000US01025","Clarke County, AL",0.1335369497537613,34061
"2018","05000US39119","Muskingum County, OH",0.1649705469608307,44871
"2018","05000US01027","Clay County, AL",0.14819133281707764,38512
"2018","05000US39079","Jackson County, OH",0.17206695675849915,45168
"2018","05000US01029","Cleburne County, AL",0.15970046818256378,43483
"2018","05000US39077","Huron County, OH",0.18685105443000793,51278
"2018","05000US39121","Noble County, OH",0.16630958020687103,48836
"2018","05000US01031","Coffee County, AL",0.15528419613838196,48632
"2018","05000US56031","Platte County, WY",0.16721953451633453,54588
"2018","05000US39075","Holmes County, OH",0.19705891609191895,58783
"2018","05000US39073","Hocking County, OH",0.16769284009933472,47799
"2018","05000US01033","Colbert County, AL",0.15822772681713104,46572
"2018","05000US39071","Highland County, OH",0.1576596200466156,44729
"2018","05000US01035","Conecuh County, AL",0.11452551186084747,29758
"2018","05000US39069","Henry County, OH",0.1854160726070404,57752
"2018","05000US01037","Coosa County, AL",0.13531704246997833,36441
"2018","05000US56029","Park County, WY",0.19137629866600037,60621
"2018","05000US39123","Ottawa County, OH",0.17637912929058075,56569
"2018","05000US01039","Covington County, AL",0.15401890873908997,35010
"2018","05000US39067","Harrison County, OH",0.18005779385566711,44274
"2018","05000US01041","Crenshaw County, AL",0.14435645937919617,37374
"2018","05000US39125","Paulding County, OH",0.1830473095178604,51020
"2018","05000US39065","Hardin County, OH",0.20182254910469055,46969
"2018","05000US01043","Cullman County, AL",0.15895649790763855,41543
"2018","05000US56027","Niobrara County, WY",0.1598002016544342,45332
"2018","05000US39063","Hancock County, OH",0.19026021659374237,56406
"2018","05000US39061","Hamilton County, OH",0.19400222599506378,53344
"2018","05000US01045","Dale County, AL",0.14394508302211761,40523
"2018","05000US56025","Natrona County, WY",0.1983601599931717,60559
"2018","05000US39127","Perry County, OH",0.17607761919498444,47543
"2018","05000US01047","Dallas County, AL",0.12016476690769196,30488
"2018","05000US39059","Guernsey County, OH",0.17131280899047852,43519
"2018","05000US39129","Pickaway County, OH",0.19766707718372345,60051
"2018","05000US01049","DeKalb County, AL",0.14893963932991028,37128
"2018","05000US56023","Lincoln County, WY",0.1860017329454422,63907
"2018","05000US39057","Greene County, OH",0.19010919332504272,62751
"2018","05000US39055","Geauga County, OH",0.18207626044750214,77938
"2018","05000US01051","Elmore County, AL",0.16572223603725433,54553
"2018","05000US56021","Laramie County, WY",0.17436973750591278,61124
"2018","05000US39131","Pike County, OH",0.16500695049762726,42869
"2018","05000US01053","Escambia County, AL",0.131466343998909,35096
"2018","05000US39053","Gallia County, OH",0.16022899746894836,42074
"2018","05000US39133","Portage County, OH",0.18521341681480408,52947
"2018","05000US01055","Etowah County, AL",0.13804671168327332,40972
"2018","05000US39051","Fulton County, OH",0.19475311040878296,56504
"2018","05000US01057","Fayette County, AL",0.14909134805202484,38403
"2018","05000US39049","Franklin County, OH",0.1971503347158432,56090
"2018","05000US01059","Franklin County, AL",0.14953598380088806,37049
"2018","05000US56019","Johnson County, WY",0.17592713236808777,56323
"2018","05000US39047","Fayette County, OH",0.16814425587654114,44257
"2018","05000US39045","Fairfield County, OH",0.1858404129743576,65198
"2018","05000US01061","Geneva County, AL",0.1465654969215393,36976
"2018","05000US39135","Preble County, OH",0.176812082529068,57896
"2018","05000US01063","Greene County, AL",0.09953682124614716,26559
"2018","05000US39043","Erie County, OH",0.17725709080696106,51354
"2018","05000US01065","Hale County, AL",0.12909603118896484,35381
"2018","05000US39137","Putnam County, OH",0.2058238983154297,61069
"2018","05000US01067","Henry County, AL",0.13676409423351288,41426
"2018","05000US56017","Hot Springs County, WY",0.1605903059244156,46024
"2018","05000US39041","Delaware County, OH",0.20505644381046295,102990
"2018","05000US01069","Houston County, AL",0.1560567021369934,42910
"2018","05000US39039","Defiance County, OH",0.1836155354976654,52210
"2018","05000US39139","Richland County, OH",0.16987842321395874,44835
"2018","05000US01071","Jackson County, AL",0.1512521654367447,41407
"2018","05000US56015","Goshen County, WY",0.15903903543949127,47715
"2018","05000US39037","Darke County, OH",0.1776079386472702,52771
"2018","05000US39141","Ross County, OH",0.16349546611309052,47507
"2018","05000US01073","Jefferson County, AL",0.16131992638111115,50109
"2018","05000US39035","Cuyahoga County, OH",0.16842392086982727,46703
"2018","05000US01075","Lamar County, AL",0.13901926577091217,38358
"2018","05000US56013","Fremont County, WY",0.1649307757616043,49282
"2018","05000US39033","Crawford County, OH",0.16617576777935028,44336
"2018","05000US01077","Lauderdale County, AL",0.14675526320934296,44124
"2018","05000US39143","Sandusky County, OH",0.17046286165714264,52452
"2018","05000US01079","Lawrence County, AL",0.1540081799030304,43107
"2018","05000US39031","Coshocton County, OH",0.17763714492321014,45777
"2018","05000US39145","Scioto County, OH",0.16414499282836914,39245
"2018","05000US01081","Lee County, AL",0.18411056697368622,47749
"2018","05000US56011","Crook County, WY",0.1884254664182663,60953
"2018","05000US39029","Columbiana County, OH",0.17512039840221405,46873
"2018","05000US39027","Clinton County, OH",0.1785360872745514,53234
"2018","05000US01083","Limestone County, AL",0.15694381296634674,52181
"2018","05000US56009","Converse County, WY",0.20216889679431915,71517
"2018","05000US39025","Clermont County, OH",0.20106816291809082,61203
"2018","05000US01085","Lowndes County, AL",0.10758840292692184,32011
"2018","05000US39147","Seneca County, OH",0.1743595153093338,49546
"2018","05000US01087","Macon County, AL",0.11820092052221298,30681
"2018","05000US39023","Clark County, OH",0.17335081100463867,47410
"2018","05000US39149","Shelby County, OH",0.18683317303657532,59604
"2018","05000US01089","Madison County, AL",0.15591932833194733,61193
"2018","05000US56007","Carbon County, WY",0.1972455233335495,59103
"2018","05000US39021","Champaign County, OH",0.18512533605098724,56203
"2018","05000US39019","Carroll County, OH",0.16798456013202667,48616
"2018","05000US01091","Marengo County, AL",0.11608090996742249,34794
"2018","05000US39151","Stark County, OH",0.18324120342731476,51036
"2018","05000US01093","Marion County, AL",0.13824202120304108,36386
"2018","05000US56005","Campbell County, WY",0.19434449076652527,79148
"2018","05000US39017","Butler County, OH",0.18642573058605194,63094
"2018","05000US01095","Marshall County, AL",0.14571718871593475,42117
"2018","05000US39153","Summit County, OH",0.17879952490329742,52226
"2018","05000US39015","Brown County, OH",0.17764684557914734,51504
"2018","05000US01097","Mobile County, AL",0.1646166294813156,45233
"2018","05000US39013","Belmont County, OH",0.17889058589935303,45661
"2018","05000US01099","Monroe County, AL",0.1212058737874031,36639
"2018","05000US56003","Big Horn County, WY",0.16657625138759613,49725
"2018","05000US39011","Auglaize County, OH",0.19920004904270172,59543
"2018","05000US39155","Trumbull County, OH",0.1700187772512436,45929
"2018","05000US01101","Montgomery County, AL",0.15895815193653107,45111
"2018","05000US56001","Albany County, WY",0.21985624730587006,47355
"2018","05000US39009","Athens County, OH",0.19724075496196747,38131
"2018","05000US01103","Morgan County, AL",0.14666052162647247,46843
"2018","05000US39157","Tuscarawas County, OH",0.1689823567867279,50273
"2018","05000US39007","Ashtabula County, OH",0.17183688282966614,43668
"2018","05000US01105","Perry County, AL",0.11763064563274384,25221
"2018","05000US55141","Wood County, WI",0.2483382225036621,52591
"2018","05000US39005","Ashland County, OH",0.1708335280418396,50612
"2018","05000US39003","Allen County, OH",0.16525687277317047,47924
"2018","05000US01107","Pickens County, AL",0.13836294412612915,35968
"2018","05000US55139","Winnebago County, WI",0.2581738531589508,57003
"2018","05000US39159","Union County, OH",0.19015935063362122,78796
"2018","05000US01109","Pike County, AL",0.16027800738811493,35172
"2018","05000US39001","Adams County, OH",0.1658438742160797,38302
"2018","05000US38105","Williams County, ND",0.26891380548477173,81719
"2018","05000US01111","Randolph County, AL",0.14261819422245026,40283
"2018","05000US39161","Van Wert County, OH",0.1788361668586731,52610
"2018","05000US01113","Russell County, AL",0.1466127336025238,38617
"2018","05000US55137","Waushara County, WI",0.22569867968559265,47596
"2018","05000US38103","Wells County, ND",0.20356398820877075,51677
"2018","05000US38101","Ward County, ND",0.25689542293548584,61089
"2018","05000US01115","St. Clair County, AL",0.1567937582731247,57856
"2018","05000US55135","Waupaca County, WI",0.24102568626403809,52125
"2018","05000US39163","Vinton County, OH",0.17169907689094543,41522
"2018","05000US01117","Shelby County, AL",0.18774494528770447,74212
"2018","05000US38099","Walsh County, ND",0.2075873166322708,51481
"2018","05000US01119","Sumter County, AL",0.11485543847084045,26814
"2018","05000US39165","Warren County, OH",0.19399623572826385,81543
"2018","05000US38097","Traill County, ND",0.23166684806346893,55068
"2018","05000US01121","Talladega County, AL",0.1309925764799118,40555
"2018","05000US55133","Waukesha County, WI",0.24822023510932922,82080
"2018","05000US38095","Towner County, ND",0.19480913877487183,50987
"2018","05000US39167","Washington County, OH",0.1645161658525467,47802
"2018","05000US01123","Tallapoosa County, AL",0.14419832825660706,40169
"2018","05000US55131","Washington County, WI",0.2500632703304291,74631
"2018","05000US38093","Stutsman County, ND",0.22874438762664795,53769
"2018","05000US01125","Tuscaloosa County, AL",0.18835490942001343,47483
"2018","05000US39169","Wayne County, OH",0.1741476207971573,53605
"2018","05000US38091","Steele County, ND",0.22148247063159943,61808
"2018","05000US01127","Walker County, AL",0.1375526338815689,39511
"2018","05000US38089","Stark County, ND",0.2619144022464752,78604
"2018","05000US01129","Washington County, AL",0.14618812501430511,37575
"2018","05000US55129","Washburn County, WI",0.22107872366905212,46989
"2018","05000US39171","Williams County, OH",0.16745014488697052,50770
"2018","05000US38087","Slope County, ND",0.2143203616142273,54040
"2018","05000US01131","Wilcox County, AL",0.10977141559123993,24216
"2018","05000US55127","Walworth County, WI",0.24850168824195862,58904
"2018","05000US38085","Sioux County, ND",0.18872077763080597,33550
"2018","05000US01133","Winston County, AL",0.14701218903064728,38644
"2018","05000US39173","Wood County, OH",0.18202346563339233,60347
"2018","05000US38083","Sheridan County, ND",0.17547832429409027,38977
"2018","05000US02013","Aleutians East Borough, AK",0.1686403453350067,63991
"2018","05000US55125","Vilas County, WI",0.22053880989551544,45902
"2018","05000US38081","Sargent County, ND",0.2415446639060974,59464
"2018","05000US38079","Rolette County, ND",0.18805080652236938,40595
"2018","05000US02016","Aleutians West Census Area, AK",0.193904846906662,78151
"2018","05000US55123","Vernon County, WI",0.2214335948228836,51002
"2018","05000US39175","Wyandot County, OH",0.18474069237709045,55590
"2018","05000US02020","Anchorage Municipality, AK",0.19331683218479156,83959
"2018","05000US38077","Richland County, ND",0.2437872439622879,59556
"2018","05000US40001","Adair County, OK",0.11486656963825226,33632
"2018","05000US02050","Bethel Census Area, AK",0.19017474353313446,46634
"2018","05000US55121","Trempealeau County, WI",0.2430955469608307,53142
"2018","05000US38075","Renville County, ND",0.2289324402809143,57392
"2018","05000US38073","Ransom County, ND",0.21118788421154022,56550
"2018","05000US02060","Bristol Bay Borough, AK",0.22449256479740143,68026
"2018","05000US55119","Taylor County, WI",0.24657048285007477,50963
"2018","05000US40003","Alfalfa County, OK",0.1486702710390091,53695
"2018","05000US02068","Denali Borough, AK",0.22715164721012115,72378
"2018","05000US38071","Ramsey County, ND",0.22283408045768738,51481
"2018","05000US40005","Atoka County, OK",0.12802527844905853,36766
"2018","05000US02070","Dillingham Census Area, AK",0.20090410113334656,52250
"2018","05000US55117","Sheboygan County, WI",0.25249364972114563,55594
"2018","05000US38069","Pierce County, ND",0.20880289375782013,44291
"2018","05000US38067","Pembina County, ND",0.21054111421108246,59244
"2018","05000US02090","Fairbanks North Star Borough, AK",0.23479671776294708,73427
"2018","05000US55115","Shawano County, WI",0.23678456246852875,50203
"2018","05000US40007","Beaver County, OK",0.13083621859550476,53493
"2018","05000US02100","Haines Borough, AK",0.2034071385860443,53471
"2018","05000US02105","Hoonah-Angoon Census Area, AK",0.18393127620220184,53884
"2018","05000US38065","Oliver County, ND",0.226789191365242,65920
"2018","05000US38063","Nelson County, ND",0.20684491097927094,45233
"2018","05000US02110","Juneau City and Borough, AK",0.21998445689678192,82011
"2018","05000US55113","Sawyer County, WI",0.22543269395828247,44180
"2018","05000US40009","Beckham County, OK",0.14369739592075348,47407
"2018","05000US38061","Mountrail County, ND",0.2556900978088379,63736
"2018","05000US02122","Kenai Peninsula Borough, AK",0.2129078358411789,68501
"2018","05000US55111","Sauk County, WI",0.24589787423610687,57647
"2018","05000US38059","Morton County, ND",0.24545836448669434,65021
"2018","05000US02130","Ketchikan Gateway Borough, AK",0.21492284536361694,67125
"2018","05000US40011","Blaine County, OK",0.13177208602428436,44229
"2018","05000US38057","Mercer County, ND",0.2473727911710739,80072
"2018","05000US02150","Kodiak Island Borough, AK",0.2129431962966919,74683
"2018","05000US02158","Kusilvak Census Area, AK",0.1863495260477066,34341
"2018","05000US55109","St. Croix County, WI",0.257583349943161,75619
"2018","05000US40013","Bryan County, OK",0.12704038619995117,39219
"2018","05000US38055","McLean County, ND",0.21742181479930878,60684
"2018","05000US02164","Lake and Peninsula Borough, AK",0.20055092871189117,44310
"2018","05000US55107","Rusk County, WI",0.21292906999588013,43075
"2018","05000US38053","McKenzie County, ND",0.265410453081131,77733
"2018","05000US02170","Matanuska-Susitna Borough, AK",0.22415851056575775,71793
"2018","05000US40015","Caddo County, OK",0.1303144246339798,40296
"2018","05000US38051","McIntosh County, ND",0.18454335629940033,42950
"2018","05000US02180","Nome Census Area, AK",0.20325005054473877,55974
"2018","05000US55105","Rock County, WI",0.21477675437927246,51573
"2018","05000US40017","Canadian County, OK",0.1342446655035019,68291
"2018","05000US38049","McHenry County, ND",0.24358393251895905,53719
"2018","05000US02185","North Slope Borough, AK",0.2368774265050888,74998
"2018","05000US55103","Richland County, WI",0.23549684882164001,50306
"2018","05000US38047","Logan County, ND",0.20831988751888275,50841
"2018","05000US02188","Northwest Arctic Borough, AK",0.21531730890274048,53692
"2018","05000US02195","Petersburg Borough, AK",0.20913474261760712,60540
"2018","05000US02198","Prince of Wales-Hyder Census Area, AK",0.20170588791370392,48888
"2018","05000US40019","Carter County, OK",0.12970158457756042,47966
"2018","05000US38045","LaMoure County, ND",0.20357343554496765,52563
"2018","05000US02220","Sitka City and Borough, AK",0.22120697796344757,72795
"2018","05000US02230","Skagway Municipality, AK",0.24321633577346802,65112
"2018","05000US55101","Racine County, WI",0.2358073592185974,56246
"2018","05000US40021","Cherokee County, OK",0.12749533355236053,36297
"2018","05000US38043","Kidder County, ND",0.20739200711250305,47914
"2018","05000US02240","Southeast Fairbanks Census Area, AK",0.20952267944812775,59412
"2018","05000US55099","Price County, WI",0.21541599929332733,46414
"2018","05000US38041","Hettinger County, ND",0.22787810862064362,50158
"2018","05000US02261","Valdez-Cordova Census Area, AK",0.21525000035762787,69755
"2018","05000US02275","Wrangell City and Borough, AK",0.19158294796943665,56747
"2018","05000US40023","Choctaw County, OK",0.10753822326660156,32458
"2018","05000US02282","Yakutat City and Borough, AK",0.19464872777462006,57687
"2018","05000US38039","Griggs County, ND",0.2030419558286667,49350
"2018","05000US40025","Cimarron County, OK",0.10996093600988388,44000
"2018","05000US02290","Yukon-Koyukuk Census Area, AK",0.1918366402387619,37906
"2018","05000US55097","Portage County, WI",0.2815786302089691,55064
"2018","05000US38037","Grant County, ND",0.188828706741333,39822
"2018","05000US38035","Grand Forks County, ND",0.25723034143447876,51820
"2018","05000US04001","Apache County, AZ",0.11893855780363083,34040
"2018","05000US55095","Polk County, WI",0.246366485953331,53661
"2018","05000US40027","Cleveland County, OK",0.1474706381559372,61275
"2018","05000US04003","Cochise County, AZ",0.16020403802394867,45151
"2018","05000US38033","Golden Valley County, ND",0.213526651263237,56795
"2018","05000US40029","Coal County, OK",0.12373308837413788,41111
"2018","05000US04005","Coconino County, AZ",0.19862991571426392,53643
"2018","05000US55093","Pierce County, WI",0.2776862680912018,70086
"2018","05000US38031","Foster County, ND",0.21260966360569,54218
"2018","05000US38029","Emmons County, ND",0.18936601281166077,44646
"2018","05000US04007","Gila County, AZ",0.14524607360363007,40747
"2018","05000US55091","Pepin County, WI",0.23037466406822205,53262
"2018","05000US40031","Comanche County, OK",0.1367197036743164,48493
"2018","05000US04009","Graham County, AZ",0.17428915202617645,46714
"2018","05000US38027","Eddy County, ND",0.19191038608551025,55196
"2018","05000US40033","Cotton County, OK",0.13320128619670868,43019
"2018","05000US04011","Greenlee County, AZ",0.1760244071483612,61110
"2018","05000US55089","Ozaukee County, WI",0.26506251096725464,85706
"2018","05000US38025","Dunn County, ND",0.2457602173089981,67375
"2018","05000US38023","Divide County, ND",0.21242602169513702,60315
"2018","05000US04012","La Paz County, AZ",0.12472891062498093,34285
"2018","05000US55087","Outagamie County, WI",0.25398340821266174,61764
"2018","05000US40035","Craig County, OK",0.12055940926074982,42781
"2018","05000US04013","Maricopa County, AZ",0.18537747859954834,58742
"2018","05000US38021","Dickey County, ND",0.23260538280010223,54044
"2018","05000US40037","Creek County, OK",0.13247185945510864,45630
"2018","05000US04015","Mohave County, AZ",0.15512073040008545,42003
"2018","05000US55085","Oneida County, WI",0.22933483123779297,50938
"2018","05000US38019","Cavalier County, ND",0.20304878056049347,52880
"2018","05000US38017","Cass County, ND",0.24582171440124512,59711
"2018","05000US04017","Navajo County, AZ",0.15137848258018494,37440
"2018","05000US55083","Oconto County, WI",0.2391994297504425,58025
"2018","05000US40039","Custer County, OK",0.14416095614433289,43247
"2018","05000US04019","Pima County, AZ",0.1697051227092743,47644
"2018","05000US38015","Burleigh County, ND",0.24039724469184875,66406
"2018","05000US40041","Delaware County, OK",0.11447161436080933,39144
"2018","05000US04021","Pinal County, AZ",0.15736834704875946,52642
"2018","05000US55081","Monroe County, WI",0.2456248700618744,56400
"2018","05000US38013","Burke County, ND",0.21071530878543854,63787
"2018","05000US38011","Bowman County, ND",0.2346719354391098,59668
"2018","05000US04023","Santa Cruz County, AZ",0.13845854997634888,39090
"2018","05000US55079","Milwaukee County, WI",0.25085747241973877,47666
"2018","05000US40043","Dewey County, OK",0.127486914396286,49398
"2018","05000US04025","Yavapai County, AZ",0.16481733322143555,49824
"2018","05000US38009","Bottineau County, ND",0.21645145118236542,54444
"2018","05000US40045","Ellis County, OK",0.12396380305290222,51745
"2018","05000US04027","Yuma County, AZ",0.15482403337955475,42998
"2018","05000US55078","Menominee County, WI",0.19878870248794556,36562
"2018","05000US38007","Billings County, ND",0.22605545818805695,71697
"2018","05000US38005","Benson County, ND",0.19114437699317932,40787
"2018","05000US05001","Arkansas County, AR",0.1297711879014969,39726
"2018","05000US38003","Barnes County, ND",0.21437421441078186,53704
"2018","05000US05003","Ashley County, AR",0.13245192170143127,41277
"2018","05000US55077","Marquette County, WI",0.21998797357082367,50032
"2018","05000US40047","Garfield County, OK",0.13578446209430695,49841
"2018","05000US05005","Baxter County, AR",0.12920551002025604,40147
"2018","05000US38001","Adams County, ND",0.19804587960243225,48596
"2018","05000US40049","Garvin County, OK",0.1300828456878662,40978
"2018","05000US05007","Benton County, AR",0.17329679429531097,64072
"2018","05000US55075","Marinette County, WI",0.22640642523765564,44265
"2018","05000US37199","Yancey County, NC",0.1545991599559784,39686
"2018","05000US37197","Yadkin County, NC",0.16580717265605927,46276
"2018","05000US05009","Boone County, AR",0.15568716824054718,39881
"2018","05000US37195","Wilson County, NC",0.14770358800888062,41352
"2018","05000US05011","Bradley County, AR",0.12268704175949097,34114
"2018","05000US37193","Wilkes County, NC",0.15716926753520966,41640
"2018","05000US05013","Calhoun County, AR",0.13525263965129852,33507
"2018","05000US55073","Marathon County, WI",0.23592212796211243,56223
"2018","05000US40051","Grady County, OK",0.13072478771209717,55552
"2018","05000US05015","Carroll County, AR",0.13162465393543243,37145
"2018","05000US37191","Wayne County, NC",0.15144172310829163,42421
"2018","05000US05017","Chicot County, AR",0.11386533081531525,29527
"2018","05000US40053","Grant County, OK",0.13402464985847473,48118
"2018","05000US05019","Clark County, AR",0.14715580642223358,37247
"2018","05000US37189","Watauga County, NC",0.1993485987186432,44014
"2018","05000US05021","Clay County, AR",0.1373988687992096,36037
"2018","05000US37187","Washington County, NC",0.12490366399288177,35367
"2018","05000US05023","Cleburne County, AR",0.14391443133354187,42397
"2018","05000US37185","Warren County, NC",0.12842495739459991,36285
"2018","05000US05025","Cleveland County, AR",0.1442175656557083,45256
"2018","05000US37183","Wake County, NC",0.20012935996055603,76173
"2018","05000US05027","Columbia County, AR",0.13601015508174896,35322
"2018","05000US40055","Greer County, OK",0.13834837079048157,35231
"2018","05000US05029","Conway County, AR",0.14027298986911774,41892
"2018","05000US37181","Vance County, NC",0.13240954279899597,34717
"2018","05000US40057","Harmon County, OK",0.11445893347263336,36703
"2018","05000US05031","Craighead County, AR",0.1425841897726059,44091
"2018","05000US55071","Manitowoc County, WI",0.24667860567569733,53633
"2018","05000US37179","Union County, NC",0.18142923712730408,72548
"2018","05000US37177","Tyrrell County, NC",0.14584258198738098,33666
"2018","05000US05033","Crawford County, AR",0.15596264600753784,42941
"2018","05000US55069","Lincoln County, WI",0.24079307913780212,54471
"2018","05000US37175","Transylvania County, NC",0.15489882230758667,44578
"2018","05000US05035","Crittenden County, AR",0.13483864068984985,37627
"2018","05000US37173","Swain County, NC",0.16107222437858582,38996
"2018","05000US40059","Harper County, OK",0.13160140812397003,48559
"2018","05000US05037","Cross County, AR",0.1349489688873291,40970
"2018","05000US37171","Surry County, NC",0.15144746005535126,38843
"2018","05000US05039","Dallas County, AR",0.12609747052192688,33679
"2018","05000US37169","Stokes County, NC",0.16964560747146606,48148
"2018","05000US05041","Desha County, AR",0.11255357414484024,32392
"2018","05000US40061","Haskell County, OK",0.11953592300415039,36418
"2018","05000US05043","Drew County, AR",0.13623358309268951,40441
"2018","05000US55067","Langlade County, WI",0.21286696195602417,44522
"2018","05000US37167","Stanly County, NC",0.17547859251499176,49106
"2018","05000US37165","Scotland County, NC",0.1347731053829193,35138
"2018","05000US05045","Faulkner County, AR",0.15562288463115692,50909
"2018","05000US40063","Hughes County, OK",0.12328699976205826,33578
"2018","05000US05047","Franklin County, AR",0.14554950594902039,40091
"2018","05000US37163","Sampson County, NC",0.14280445873737335,41477
"2018","05000US05049","Fulton County, AR",0.12891466915607452,33451
"2018","05000US55065","Lafayette County, WI",0.2451404333114624,56074
"2018","05000US40065","Jackson County, OK",0.1346292495727539,44211
"2018","05000US05051","Garland County, AR",0.14921429753303528,42087
"2018","05000US37161","Rutherford County, NC",0.1554863303899765,38699
"2018","05000US37159","Rowan County, NC",0.16806067526340485,47971
"2018","05000US05053","Grant County, AR",0.1541718989610672,54411
"2018","05000US55063","La Crosse County, WI",0.26098281145095825,55151
"2018","05000US40067","Jefferson County, OK",0.11720464378595352,37105
"2018","05000US37157","Rockingham County, NC",0.15337823331356049,41620
"2018","05000US05055","Greene County, AR",0.1605178862810135,45208
"2018","05000US55061","Kewaunee County, WI",0.2523499131202698,61074
"2018","05000US40069","Johnston County, OK",0.12024358659982681,38080
"2018","05000US05057","Hempstead County, AR",0.12289325147867203,38769
"2018","05000US37155","Robeson County, NC",0.13921232521533966,34439
"2018","05000US37153","Richmond County, NC",0.14095504581928253,35367
"2018","05000US05059","Hot Spring County, AR",0.1572761982679367,46313
"2018","05000US40071","Kay County, OK",0.12721803784370422,44391
"2018","05000US05061","Howard County, AR",0.12389350682497025,36166
"2018","05000US55059","Kenosha County, WI",0.26283252239227295,59622
"2018","05000US37151","Randolph County, NC",0.1707061231136322,45939
"2018","05000US40073","Kingfisher County, OK",0.14657682180404663,60814
"2018","05000US05063","Independence County, AR",0.14680922031402588,42520
"2018","05000US37149","Polk County, NC",0.150347039103508,47185
"2018","05000US05065","Izard County, AR",0.13620847463607788,36987
"2018","05000US37147","Pitt County, NC",0.1933552771806717,45918
"2018","05000US05067","Jackson County, AR",0.13623946905136108,35098
"2018","05000US55057","Juneau County, WI",0.24500329792499542,47938
"2018","05000US40075","Kiowa County, OK",0.12388242036104202,36069
"2018","05000US05069","Jefferson County, AR",0.12550009787082672,38485
"2018","05000US37145","Person County, NC",0.15134458243846893,47974
"2018","05000US37143","Perquimans County, NC",0.1370234489440918,45052
"2018","05000US05071","Johnson County, AR",0.14675801992416382,37205
"2018","05000US37141","Pender County, NC",0.16393695771694183,50437
"2018","05000US05073","Lafayette County, AR",0.11809664219617844,32288
"2018","05000US40077","Latimer County, OK",0.12101041525602341,35942
"2018","05000US05075","Lawrence County, AR",0.13969524204730988,39015
"2018","05000US55055","Jefferson County, WI",0.2517814338207245,60744
"2018","05000US37139","Pasquotank County, NC",0.16553378105163574,43687
"2018","05000US37137","Pamlico County, NC",0.15293240547180176,43927
"2018","05000US05077","Lee County, AR",0.12928515672683716,26912
"2018","05000US37135","Orange County, NC",0.2056545913219452,65299
"2018","05000US05079","Lincoln County, AR",0.15211409330368042,35419
"2018","05000US40079","Le Flore County, OK",0.11496367305517197,37005
"2018","05000US05081","Little River County, AR",0.13293887674808502,43567
"2018","05000US55053","Jackson County, WI",0.25050079822540283,51024
"2018","05000US37133","Onslow County, NC",0.22617514431476593,47163
"2018","05000US05083","Logan County, AR",0.14773312211036682,39361
"2018","05000US40081","Lincoln County, OK",0.1340765357017517,44914
"2018","05000US37131","Northampton County, NC",0.12127619236707687,35711
"2018","05000US05085","Lonoke County, AR",0.15922223031520844,56247
"2018","05000US55051","Iron County, WI",0.2058481127023697,41597
"2018","05000US37129","New Hanover County, NC",0.19271531701087952,51373
"2018","05000US37127","Nash County, NC",0.15627282857894897,47403
"2018","05000US05087","Madison County, AR",0.1474362015724182,39059
"2018","05000US55049","Iowa County, WI",0.24895067512989044,58372
